1998;2021;50000;0;0;1600000;8373
1992;1994;465264;1;0;730400;3390
1986;1987;465264;1;0;730400;12000
2015;2016;19000000;3;1;25360000;12000
1986;1994;3467000;4;1;4917000;10000
