1998.0,2021.0,50000.0,fr,no,1600000.0,8373.0
1992.0,1994.0,465264.0,us,no,730400.0,3390.0
2004.0,2005.0,600000.0,si,no,5704000.0,160.0
1986,1987,465264,us,no,730400,776
2015,2016,19000000,au,yes,25360000,12000
1986,1994,3467000,nz,yes,4917000,10000
